number,idx,author_short,year,journal_short,doi,Hyperlink,openalex_id,authors,title,institutions,abstract,match_type,techmax,methmax,contmax,tech|00,tech|01,tech|02,tech|03,tech|04,tech|05,tech|06,tech|07,tech|08,tech|09,tech|10,tech|11,tech|12,tech|13,tech|14,tech|15,tech|16,meth|00,meth|01,meth|02,meth|03,meth|04,meth|05,meth|06,meth|07,meth|08,meth|09,cont|0,cont|1,cont|2,cont|3,cont|4,cont|5,peer-reviewed,openalex_landing_page,toxic,hazard,harm,nickel,chromium,dunite,olivine,ultramafic,serpentine,mafic,basalt,wollastonite,Ni,Cr,keyword_analyzed,cdrlit_meth
146488,46488.0,"Xi, H. et al.",2021,,10.21203/rs.3.rs-1057950/v1,https://doi.org/10.21203/rs.3.rs-1057950/v1,W3214539557,Huipeng Xi; Xiaoyong Bai; Luhua Wu; Chao‐Jun Li; Huan Chen,Large invisible carbon sink potential of global clay minerals to mitigate climate change,"Institute of Geochemistry, Chinese Academy of Sciences; Institute of Geochemistry, Chinese Academy of Sciences; Institute of Geochemistry, Chinese Academy of Sciences; Institute of Geochemistry, Chinese Academy of Sciences; State Key Laboratory of Environmental Geochemistry, Institute of Geochemistry, Chinese Academy of Sciences","The chemical weathering of clay minerals widely distributed in the soil have great potential of carbon sink (CS), but the magnitude and influence mechanisms of this CS are unclear. Here we analyse recent changes in five major clay minerals (chlorite, smectite, mica, illite, and vermiculite) carbon sink and its driving factors, using a process-based model (PROFILE) and satellite data assimilation. We show that magnitude of CS in five major clay minerals is about 0.11 Pg C yr-1 from 0 to 2m depth of soil, which is one third of CS in rocks and also may be mainly responsible for the world's missing carbon sink. According to our simulations, the linear trend of CS during 1970-2018 showing that CS in 56% of the world increasing significantly, although the intensification of CS cannot be explained by soil moisture (SM) or soil temperature (STMP) alone, they are the dominant cause of the intensification of CS in the high latitude area and the decrease of CS in parts of the tropics, while in areas where SM is drier, STMP may weaken the former’s negative effect on CS. Besides, simulation results based on medium emission scenarios indicating that CS may increase by about 36% by the end of this century. These results highlight that a more comprehensive understanding of the magnitude and driving mechanism of the soil minerals’ CS is the key to realizing their potential as a nature-based climate solution.",,tech|10,meth|02,cont|5,0.02,0.01,0.01,0.02,0.65,0.02,0.02,0.01,0.02,0.04,0.83,0.01,0.01,0.01,0.01,0.02,0.01,0.04,0.05,0.98,0.02,0.01,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.99,,https://doi.org/10.21203/rs.3.rs-1057950/v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146489,46489.0,"Durán, P. et al.",2021,,10.3390/biology10111190,https://doi.org/10.3390/biology10111190,W3213667089,Paola Durán; Marı́a de la Luz Mora; Francisco Matus; Patricio Javier Barra; Ignacio Jofré; Yakov Kuzyakov; Carolina Merino,Biological Crusts to Increase Soil Carbon Sequestration: New Challenges in a New Environment,"Biocontrol Research Laboratory, Universidad de La Frontera, Temuco 4780000, Chile.; Scientific and Technological Bioresource Nucleus, Universidad de La Frontera, Temuco 4780000, Chile; Laboratory of Conservation and Dynamic of Volcanic Soils, Universidad de La Frontera, Temuco 4780000, Chile; Biocontrol Research Laboratory, Universidad de La Frontera, Temuco 4780000, Chile; Laboratory of Conservation and Dynamic of Volcanic Soils, Universidad de La Frontera, Temuco 4780000, Chile; Division of Agricultural Soil Science, University of Göttingen, 37077 Göttingen, Germany; Institute of Environmental Sciences, Kazan Federal University, 420049 Kazan, Russia; Scientific and Technological Bioresource Nucleus, Universidad de La Frontera, Temuco 4780000, Chile","The major priority of research in the present day is to conserve the environment by reducing GHG emissions. A proposed solution by an expert panel from 195 countries meeting at COP 21 was to increase global SOC stocks by 0.4% year-1 to compensate for GHG emissions, the '4 per 1000' agreement. In this context, the application of biocrusts is a promising framework with which to increase SOC and other soil functions in the soil-plant continuum. Despite the importance of biocrusts, their application to agriculture is limited due to: (1) competition with native microbiota, (2) difficulties in applying them on a large scale, (3) a lack of studies based on carbon (C) balance and suitable for model parameterization, and (4) a lack of studies evaluating the contribution of biocrust weathering to increase C sequestration. Considering these four challenges, we propose three perspectives for biocrust application: (1) natural microbiome engineering by a host plant, using biocrusts; (2) quantifying the contribution of biocrusts to C sequestration in soils; and (3) enhanced biocrust weathering to improve C sequestration. Thus, we focus this opinion article on new challenges by using the specialized microbiome of biocrusts to be applied in a new environment to counteract the negative effects of climate change.",,tech|04,meth|05,cont|5,0.01,0.01,0.01,0.02,0.87,0.04,0.04,0.02,0.03,0.12,0.83,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.9,0.02,0.01,0.08,0.04,0.0,0.0,0.01,0.0,0.02,0.97,,https://doi.org/10.3390/biology10111190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146491,46491.0,"Slessarev, E. et al.",2021,,10.1007/s10533-021-00859-8,https://doi.org/10.1007/s10533-021-00859-8,W3209397031,Eric Slessarev; Oliver A. Chadwick; Noah W. Sokol; Erin Nuccio; Jennifer Pett‐Ridge,Rock weathering controls the potential for soil carbon storage at a continental scale,"Physical and Life Sciences Directorate, Lawrence Livermore National Laboratory,Livermore,USA; Department of Geography, University of California Santa Barbara, Santa Barbara, USA; Physical and Life Sciences Directorate, Lawrence Livermore National Laboratory, Livermore, USA; Physical and Life Sciences Directorate, Lawrence Livermore National Laboratory, Livermore, USA; Physical and Life Sciences Directorate, Lawrence Livermore National Laboratory, Livermore, USA","As rock-derived primary minerals weather to form soil, they create reactive, poorly crystalline minerals that bind and store organic carbon. By implication, the abundance of primary minerals in soil might influence the abundance of poorly crystalline minerals, and hence soil organic carbon storage. However, the link between primary mineral weathering, poorly crystalline minerals, and soil carbon has not been fully tested, particularly at large spatial scales. To close this knowledge gap, we designed a model that links primary mineral weathering rates to the geographic distribution of poorly crystalline minerals across the USA, and then used this model to evaluate the effect of rock weathering on soil organic carbon. We found that poorly crystalline minerals are most abundant and most strongly correlated with organic carbon in geographically limited zones that sustain enhanced weathering rates, where humid climate and abundant primary minerals co-occur. This finding confirms that rock weathering alters soil mineralogy to enhance soil organic carbon storage at continental scales, but also indicates that the influence of active weathering on soil carbon storage is limited by low weathering rates across vast areas.",,tech|04,meth|02,cont|5,0.01,0.01,0.01,0.01,0.88,0.03,0.03,0.01,0.02,0.05,0.69,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.04,0.97,0.03,0.01,0.03,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1007/s10533-021-00859-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146492,46492.0,"Mielcarek-Bocheńska, P. & Rzeźnik, W.",2021,,10.3390/atmos12111396,https://doi.org/10.3390/atmos12111396,W3208597142,Paulina Mielcarek-Bocheńska; Wojciech Rzeźnik,Greenhouse Gas Emissions from Agriculture in EU Countries—State and Perspectives,"Institute of Technology and Life Sciences, 05-090 Raszyn-Falenty, Poland; Institute of Environmental Engineering and Building Installations, Poznan University of Technology, 60-965 Poznań, Poland","Agriculture is one of the main sources of greenhouse gas (GHG) emissions and has great potential for mitigating climate change. The aim of this study is to analyze the amount, dynamics of changes, and structure of GHG emissions from agriculture in the EU in the years 2005–2018. The research based on data about GHG collected by the European Environment Agency. The structure of GHG emissions in 2018 in the EU is as follows: enteric fermentation (45%), agricultural soils (37.8%), manure management (14.7%), liming (1.4%), urea application (1%), and field burning of agricultural residues (0.1%). Comparing 2018 with the base year, 2005, emissions from the agricultural sector decreased by about 2%, which is less than the assumed 10% reduction of GHG emissions in the non-emissions trading system (non-ETS) sector. The ambitious goals set by the EU for 2030 assume a 30% reduction in the non-ETS sector. This will require a significant reduction in GHG emissions from agriculture. Based on the analysis of the GHG emission structure and available reduction techniques, it was calculated that in this period, it should be possible to reduce emissions from agriculture by about 15%.",,tech|10,meth|03,cont|4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.08,0.01,0.86,0.07,,https://doi.org/10.3390/atmos12111396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146500,46500.0,"Egli, M. et al.",2021,,10.1016/j.geoderma.2021.115355,https://doi.org/10.1016/j.geoderma.2021.115355,W3188876891,Markus Egli; Michèle Bösiger; Krzysztof Lamorski; Cezary Sławiński; Michael Plötze; Guido L. B. Wiesenberg; Dmitry Tikhomirov; Alessandra Musso; Su Ming Hsu; Salvatore Raimondi,Pedogenesis and carbon sequestration in transformed agricultural soils of Sicily,"Department of Geography, University of Zürich, CH‐8057, Zurich, Switzerland; Department of Geography, University of Zürich, CH-8057 Zürich, Switzerland; Institute of Agrophysics, Polish Academy of Sciences, Doświadczalna 4, 20-290 Lublin, Poland; Institute of Agrophysics, Polish Academy of Sciences, Doświadczalna 4, 20-290 Lublin, Poland; Institute for Geotechnical Engineering, ETH Zurich, Stefano-Franscini-Platz 5, 8093 Zurich, Switzerland; Department of Geography, University of Zürich, CH-8057 Zürich, Switzerland; Department of Geography, University of Zürich, CH-8057 Zürich, Switzerland; Department of Geography, University of Zürich, CH-8057 Zürich, Switzerland; Department of Bioenvironmental Systems Engineering, National Taiwan University, Taipei 10617, Taiwan; Department of Agricultural, Food and Forest Sciences, University of Palermo, 90128 Palermo, Italy","The increasing atmospheric CO2 concentration is a consequence of human activities leading to severe environmental deteriorations. Techniques are thus needed to sequester and reduce atmospheric carbon. One of the proposed techniques is the transformation or construction of new soils into which more organic carbon can be sequestered and CO2 be consumed by increased weathering. By using a chronosequence of new and transformed soils on crushed limestone (0–48 years) in a Mediterranean area (Sicily), we tried to quantify the amount of organic carbon that could be additionally sequestered and to derive the corresponding rates. A further aim was to trace chemical weathering and related CO2 consumption and the evolution of macropores that are relevant for water infiltration and plant nutrition. Owing to the irrigation of the table grape cultivation, the transformed soils developed fast. After about 48 years, the organic C stocks were near 12 kg m−2. The average org. C sequestration rates varied between 68 and 288 g m−2 yr−1. The C accumulation rates in the transformed soils are very high at the beginning and tend to decrease over (modelled) longer time scales. Over these 48 years, a substantial amount of carbonate was leached and reprecipitated as secondary carbonates. The proportion of secondary carbonates on the total inorganic carbon was up to 50%. Main mineralogical changes included the formation of interstratified clay minerals, the decrease of mica and increase of chloritic components as well as goethite. The atmospheric CO2 consumption due to silicate weathering was in the range of about 44–72 g C m−2 yr−1. Due to the high variability, the contribution of chemical weathering to CO2 consumption represents only an estimate. When summing up organic C sequestration and CO2 consumption by silicate weathering, rates in the order of 110–360 g C m−2 yr−1 are obtained. These are very high values. We estimated that high sequestration and CO2 consumption rates are maintained for about 50–100 years after soil transformation. The macropore volume decreased over the observed time span to half (from roughly 10 to 5 %). The transformation of soils may even amend their characteristics and increase agricultural production. Due to the relatively sandy character, enough macropores were present and no substantial compaction of the soils occurred. However, great caution has to be taken as such measures can trigger deterioration of both soil ecosystem services and soil quality.",,tech|10,meth|00,cont|5,0.02,0.01,0.01,0.02,0.83,0.03,0.04,0.02,0.03,0.06,0.85,0.01,0.01,0.01,0.01,0.02,0.01,0.95,0.01,0.02,0.3,0.01,0.01,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1016/j.geoderma.2021.115355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146501,46501.0,"Audette, Y. et al.",2021,,10.1007/s00374-021-01580-2,https://doi.org/10.1007/s00374-021-01580-2,W3180071490,Yuki Audette; Katelyn A. Congreves; Kimberley D. Schneider; Geovanna Cristina Zaro; Amanda Letícia Pit Nunes; Hongjie Zhang; R. P. Voroney,The effect of agroecosystem management on the distribution of C functional groups in soil organic matter: A review,"School of Environmental Sciences University of Guelph Guelph Canada; Department of Plant Sciences, University of Saskatchewan, Saskatoon, Canada; Department of Plant Agriculture, University of Guelph, Guelph, Canada; School of Environmental Sciences, University of Guelph, Guelph, Canada; Department of Agronomy, University Pitagoras Unopar, Arapongas, PR, Brazil; Lethbridge Research and Development Centre, Agriculture and Agri-Food Canada, Lethbridge, Canada; School of Environmental Sciences, University of Guelph, Guelph, Canada","To improve soil health and to aid in climate change mitigation, the quantity of soil organic matter (SOM) should be maintained or increased over the long run. In doing so, not only the total quantity of SOC but also the stability of SOC must be considered. Stability of SOC increases as a function of resistance to microbial decomposition or microbial substrate use efficiency through chemical, biological, and physical mechanisms including humification, hydrophobic moieties, molecular diversity, and formation of macroaggregates. One of the mechanisms that enhance stability confers changes in the distribution of C functional groups of SOM. To better understand and quantify how these changes are influenced by agricultural management practices, we collected 670 pairwise data from the body of literature that has evaluated changes in the distribution of C functional groups of SOM measured by solid-state 13C NMR spectroscopy. The types of agricultural managements discussed herein include (1) fertilization, (2) tillage, (3) crop rotation, (4) grazing, and (5) liming practices. Our meta-analyses show that these practices modify the distribution of C functional groups of SOM. Fertilization practices were associated with increased O-alkyl groups. Tillage resulted in increases in the SOC consisted of aromatic and carbonyl groups. Crop rotations, especially legume-based rotations, were found to increase the proportion of aromatic groups. Although there are fewer publications on tillage and crop rotation than on fertilization practices, the distribution of C functional groups may be more influenced by crop rotation and tillage practices than fertilization management-and should be a focus of future research.The online version contains supplementary material available at 10.1007/s00374-021-01580-2.",,tech|04,meth|03,cont|5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1007/s00374-021-01580-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146502,46502.0,"Kellen, I. et al.",2021,,10.5194/egusphere-egu21-9867,https://doi.org/10.5194/egusphere-egu21-9867,W3176207126,Ingride Jesus Van Der Kellen; Delphine Derrien; Jaâfar Ghanbaja; Marie–Pierre Turpault,Mineral Weathering Promotes Carbon Storage in Forest Soils Macro to Nanoscale Characterizations of 20-year in situ Weathered Vermiculite Particles,"INRAE, Biogeochimie des Ecosystèmes Forestiers (BEF), Nancy, France; INRAE, Biogeochimie des Ecosystèmes Forestiers (BEF), Nancy, France; Université de Lorraine, CNRS, Institut Jean Lamour, UMR 7198, F-54000 Nancy, France; INRAE, Biogeochimie des Ecosystèmes Forestiers (BEF), Nancy, France","&amp;lt;p&amp;gt;Forest soils are a major contributor to soil organic carbon (C) storage in terrestrial ecosystems and play a key-role in climate change mitigation. Mineral weathering in soils is expected to promote chemical and physical interactions between soil organic matter and mineral phases. These interactions are known to enhance the protection of organic matter from decomposition. The investigation of the mineral-organic associations (MOA) formation mechanisms during weathering is therefore crucial to understand carbon storage processes in soils. Until now studies have been mainly conducted through laboratory experiments in simplified and controlled conditions or over very long-term time scales using pedosequences. But knowledge about MOA formation processes occurring in situ is lacking, notably during the first stage of mineral weathering.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;To fill this gap, we performed a mesh bag incubation of large Na-saturated vermiculite particles (100-200 &amp;amp;#181;m in size) in a Typic Dystrochrept soil of a Douglas-fir forest, in the Beaujolais area (France). The incubated particles were deposited at the interface under the forest floor. After 20 years, the weathered vermiculite particles were collected and characterized at the macro-scale (XRD and physico-chemical analysis), at the micro-scale (Scanning Electron Microscopy &amp;amp;#8211; SEM, imaging and element mapping) and at the nano-scale (Transmission Electron Microscopy - TEM imaging, element mapping and speciation).&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Cation exchange capacity, exchangeable cations and elemental analysis showed significant differences between the mineral structures of the initial (V0) and 20 year incubated (V20) vermiculite particles. The exchangeable Na was completely depleted. Cation exchange capacity strongly decreased in V20 (49.2 cmol&amp;lt;sub&amp;gt;c&amp;lt;/sub&amp;gt; kg&amp;lt;sup&amp;gt;-1&amp;lt;/sup&amp;gt;) compared to V0 (173.6 cmol&amp;lt;sub&amp;gt;c&amp;lt;/sub&amp;gt; kg&amp;lt;sup&amp;gt;-1&amp;lt;/sup&amp;gt;). The V20 lost its specific interlayer collapsing property (&amp;amp;#8776;1.4 -&amp;gt; &amp;amp;#8776;1.0 nm) with K saturation. V20 interlayer collapsing was only observed with a 330&amp;amp;#176;C heating treatment, suggesting the interlayer hydroxylation of vermiculite. High sheet dissolution, around 10%, was also observed. All these changes were attributed to chemical weathering, during which total C analysis showed significant enrichment in V20 (5.7 mg g&amp;lt;sup&amp;gt;-1&amp;lt;/sup&amp;gt;) compared to V0 (0.8 mg g&amp;lt;sup&amp;gt;-1&amp;lt;/sup&amp;gt;).&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Macro, micro and nano-scale images and elemental mapping of V0 particles showed a highly flat, smooth surface morphology with no detected C. In contrast, V20 particles showed irregular outer and inner surfaces marked by multiple cracks of chemical dissolution. We also observed internal nano-sized exfoliation spaces filled with C and enriched in Ca, and micro-sized exfoliation spaces filled with C entrapped in nano-crystalline Mn oxides or K-rich aluminosilicates precipitates. The nature of the organic matter found strongly differed between small and large exfoliation spaces. It was characterized by alcohol, carboxyl functional groups and C=C bonds in small exfoliation spaces, while the obtained EELS spectra were more difficult to interpret in large exfoliations spaces. These results provide new evidence that over 20 years in situ weathering induces a significant dissolution, among other physical and chemical changes in large vermiculite particles. They reveal that the mineral weathering processes are responsible for the organic matter entrapment (i) in the newly formed mineral nano-sized spaces, possibly mediated by Ca, and (ii) in association with secondary minerals deposits in micro-sized spaces.&amp;lt;/p&amp;gt;",,tech|10,meth|00,cont|5,0.02,0.01,0.01,0.02,0.78,0.04,0.03,0.02,0.04,0.03,0.85,0.01,0.02,0.01,0.02,0.02,0.01,0.64,0.52,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.5194/egusphere-egu21-9867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146503,46503.0,"Raza, S. et al.",2021,,10.1016/j.jclepro.2021.128036,https://doi.org/10.1016/j.jclepro.2021.128036,W3174008689,Sajjad Raza; Kazem Zamanian; Sami Ullah; Yakov Kuzyakov; Iñigo Virto; Jianbin Zhou,Inorganic carbon losses by soil acidification jeopardize global efforts on carbon sequestration and climate change mitigation,"College of Natural Resources and Environment, Northwest A&F University, Yangling, 712100 Shaanxi, China; Department of Agricultural Soil Science, Georg-August University of Göttingen, Göttingen, Germany; Department of Geography, Earth and Environmental Science, University of Birmingham, UK; Agro-Technological Institute, RUDN University, 117198, Moscow, Russia; Department of Agricultural Soil Science, Georg-August University of Göttingen, Göttingen, Germany; Institute of Environmental Sciences, Kazan Federal University, 420049, Kazan, Russia; Departamento Ciencias, ETSIAB, IS-FOOD, Universidad Pública de Navarra, 31006, Pamplona, Spain; College of Natural Resources and Environment, Northwest A&F University, Yangling, 712100, Shaanxi, China","Soil plays a significant role in controlling the global carbon (C) cycle. Studies on climate change mitigation have focused entirely on soil organic carbon (SOC) to increase C sequestration and decrease carbon dioxide (CO2) emissions. In contrast, the contribution of soil inorganic carbon (SIC) to CO2 emissions is usually neglected because SIC is generally considered to be very stable. However, the significant worldwide increase in soil acidification, mainly because of intensive N fertilization and high atmospheric deposition, causes a considerable decrease in SIC stocks, leading to very high unaccounted CO2 efflux. Additionally, large areas of acidic soils worldwide are regularly subjected to high SIC applications in the form of lime to remediate acidity, which is another direct source of CO2 emission. Consequently, global efforts to mitigate climate change through SOC sequestration need a revisit as SIC-borne C losses are significant both in terms of C stocks and soil fertility loss, upon which future SOC sequestration will be reduced. Compared to SOC, wherein C stocks can be increased through management, SIC losses are irreversible and cause significant decline in soil health, ecosystem services, and functions. The present review is the first to summarize the current information about acidification-induced intensified SIC losses and their mechanisms. It included: (i) natural and anthropogenic sources and causes of soil acidification, (ii) losses of SIC as HCO3− leaching and CO2 efflux from calcareous soils (7.5 Tg C yr−1) and liming (273 Tg C yr−1) during acidity neutralization, (iii) the relationship between climate change and SIC stocks, (iv) consequences of SIC depletion in soil-plant-water systems, and (v) strategies to remediate and control soil acidification. We concluded that acidification-induced SIC-borne CO2 losses are a major C loss pathway and could jeopardize global efforts to mitigate climate change through SOC sequestration.",,tech|04,meth|05,cont|5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1016/j.jclepro.2021.128036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146505,46505.0,"Reifschneider, L. et al.",2021,,10.5194/egusphere-egu21-4512,https://doi.org/10.5194/egusphere-egu21-4512,W3167582064,Lena Reifschneider; Vinzenz Franz Eichinger; Evelin Pihlap; Noelia García-Franco; Anna Kühnel; Franziska Bucka; Ingrid Kögel‐Knabner; Alix Vidal,Can we improve soil properties and plant biomass using rock powder as soil amendment?,"Extraordinariat für Geomorphologie und Bodenkunde, Technical University of Munich, 85354 Freising, Germany; Soil Monitoring and Research Bureau, Agricultural Research Centre, 51010 Tartu, Estonia; Institute for Organic Farming, Soil and Resource Management, Bavarian State Research Center for Agriculture, 85354 Freising, Germany","&amp;lt;p&amp;gt;The application of rock powder is an option to improve soil fertility while valorising the overburden material produced by industries. The &amp;amp;#8220;enhanced weathering&amp;amp;#8221; of silicate rock has also gained recent interest in the scientific community for its potential to mitigate climate change. However, the effect of rock powder on the soil physical properties remains unclear, especially under climate change (e.g., increasing drought events). Prior to any large scale application of rock powder, it is crucial to disentangle the potential effects of rock powder application on its environment. In a mesocosm experiment, we explored the effect of three rock powders on plant biomass, soil aggregation and organic carbon (OC) allocation within aggregates, in two soils with clayey and sandy textures, under regular watering or severe drought conditions. We demonstrate that the rock powder was the third factor after drought and soil texture significantly affecting the plant growth, resulting in a significant plant biomass decrease ranging from - 13 % to - 42 % compared with the control. We mainly attribute this effect to the increase of the already neutral soil pH, along with the release of excessive heavy metal amounts at a toxic range for the plant. Yet, we found that adding rock powder to the soil resulted in an increase of the relative amount of microaggregates in the soil by up to + 70 %, along with a re-distribution of OC within the fine fractions of the soil (up to + 32 % of OC in &amp;lt; 250 &amp;amp;#181;m fractions). The new mineral-mineral and organo-mineral interactions promoted by the rock powder addition could potentially favour OC persistence in soil on the long term. With our results, we insist on the potential risks for plant growth associated to the application of rock powder when not handled properly. In addition to the current enthusiasm around the capacity of rock powder to enhance carbon sequestration in the inorganic form, we also encourage scientists to focus their research on its effect on soil structure properties and OC storage.&amp;lt;/p&amp;gt;",,tech|10,meth|00,cont|5,0.03,0.01,0.01,0.03,0.54,0.02,0.03,0.01,0.02,0.04,0.9,0.02,0.01,0.01,0.02,0.02,0.01,0.81,0.43,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.5194/egusphere-egu21-4512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146508,46508.0,"Kusa, K. et al.",2021,,10.1080/00380768.2021.1878471,https://doi.org/10.1080/00380768.2021.1878471,W3162934308,Kanako Kusa; Mihoko Moriizumi; Satoru Hobara; Mikoto Kaneko; Shingo Matsumoto; Junko Kasuga; Noriharu Ae,Mineral weathering and silicon uptake by rice plants promote carbon storage in paddy fields,"a Central Region Agricultural Research Center, National Agriculture and Food Research Organization, Tsukuba, Japan; b Faculty of Agriculture, Ryukoku University, Otsu, Japan; c College of Agriculture, Food and Environment Sciences, Rakuno Gakuen University, Ebetsu, Japan; c College of Agriculture, Food and Environment Sciences, Rakuno Gakuen University, Ebetsu, Japan; d Faculty of Life andEnvironment Science, Shimane University, Matsue, Japan; d Faculty of Life andEnvironment Science, Shimane University, Matsue, Japan; b Faculty of Agriculture, Ryukoku University, Otsu, Japan;e Yanmar Agri Japan, Co. Ltd, Osaka, Japan","Increasing carbon storage in soil is a potential measure against global warming, but the mechanisms of carbon accumulation in soil are not well understood. Clarifying the mechanism would help in the development of new methods for soil carbon storage, such as in agricultural systems. We grew high-biomass forage rice cultivars for 11 years under conditions of potassium and silicic acid deficiency. Rice cultivars were healthy, without signs of potassium or silicic acid deficiency. The quantities of potassium and silicic acid absorbed by the rice plants were greater than those of available forms in the soil, fertilizer, and irrigation water, indicating that mineral weathering promoted the release of potassium, silicic acid, and aluminum from primary minerals. Furthermore, the carbon bound to active aluminum increased by 69.4 kg C ha−1 year−1 during 11 years of paddy rice cultivation. Although organic acids secreted by rice roots have been expected to be a factor in the strong mineral weathering effect in the rhizosphere, an only extremely small amount of organic acids were detected from rice roots. Therefore, organic acids are not a factor in promoting mineral weathering. On the other hand, leaching of potassium and silicic acid is observed in the contact reaction between the mineral powder and the cell wall prepared from rice root. These findings show that the primary minerals could be reacted with chelating sites on the cell wall of the rice root surface to dissolve potassium, aluminum, and silicic acid. The rice plants absorb potassium and a large amount of silicic acid under potassium and silicic acid deficient conditions. Then, the highly active aluminum remained in the rhizosphere, where it bound to organic matter, producing persistent soil carbon. Plants that can absorb silicic acid vigorously have a role of increasing active aluminum through mineral weathering, resulting contribute to carbon accumulation in soil.",,tech|04,meth|01,cont|5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1080/00380768.2021.1878471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
